,headline_text,clean,sensational_score
6386.0,"Supported in-state tuition in Arkansas for illegal immigrants ""if you'd sat in our schools from the time you're 5 or 6 years old and you had become an A-plus student,"" among other things.",support state tuition arkansas iller immigra sat school time year old becom plus student among thing,0.08638985127039989
6387.0,"Health insurance premiums ""have almost doubled ... since 2000.""",health insur premium almost doubl sinc,0.048948781942977804
6388.0,"Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four.",economi could fall trillion short full capa translate lost incom famili four,0.04982710913006538
6389.0,"To pay for government growth, leaders of both parties borrowed $4 billion a day, leaving us with todays $14 trillion debt.",pay govern growth leader parti borrow billion day leav u today trillion debt,0.07355759997063127
6390.0,"Says that except for Donald Trump, every other major party nominee for the past 40 years has released their tax returns.",say except donald trump every major parti nomine past year releas tax return,0.0735992956115119
6391.0,"Senate Bill 1070, simply, just mirrors federal law.",sent bill simply mirror feder law,0.05605170440916307
6392.0,I helped write the Affordable Care Act.,help write afford care act,0.06951532991116105
6393.0,Dolphins are rapists. Look it up.,dolphin rapist look,0.0
6394.0,The U.S. has 47 million people on food stamps. Thats 14 million more than when the current occupant of the White House took over.,u million peopl food stamp that million current occur white hous took,0.005789300536668818
6395.0,Republicans are trying to impeach our president.,republican tri impeach presid,0.055108841730918456
6396.0,Weve had a dramatic drop in violent crime since this law (stand your ground) has been in effect.,weve drama drop violent crime sinc law stand ground effect,0.06296179863421814
6397.0,My recommended budget includes $1 billion in new state funding for education.,recommend budget includ billion new state fund educ,0.056220596910547926
6398.0,"The ""pay-as-you-go law ... was a big reason why we had record surpluses in the 1990s.""",pay go law big reason record surplus,0.08147674532836047
6399.0,"In 1998, nearly half of Floridas fourth-graders were functionally illiterate. Today, 72% of them can read.",near half florida fourth grader function illite today read,0.036845895735460044
6400.0,"In the late 1980s, the U.S. was nearly the lowest-taxed nation in the world, and a quarter century later were nearly the highest.",late u near lowest tax nation world quarter century later near highest,0.03435583342851567
6401.0,Proposed federal regulations would affect every streetsign in the country,propos feder regul would affect every streetside country,0.05637873468388921
6402.0,"There are 100 members of the U.S. Senate. Fifty-seven of them, including Russ Feingold, are lawyers. There are zero manufacturers and one accountant.",member u sent fifth seven includ rus feingold lawyer zero manufactur one account,0.03510884661596192
6403.0,"Scott Maddox is a ""lobbyist.""",scott maddog lobbyist,0.01781665240467767
6404.0,A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent.,hundi percent job lost recess reclaim text nation percent,0.04685616422516592
6405.0,"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",democrat said even one hear stimulus bill would one mani singl day approv five complex proposed affect life million,0.07443283765361863
6406.0,"Do you know which state has the worst ratio of white voter turnout to African-American voter turnout? Massachusetts. Do you know what has the best, where African-American turnout actually exceeds white turnout? Mississippi.",know state worst ratio white voter turnout african american voter turnout massachusetts know best african american turnout actual exceed white turnout mississippi,0.07070144747674179
6407.0,"The National Science Foundation awarded $700,000 to fund a climate change musical.",nation science founda award fund climat chang music,0.039793729874079475
6408.0,Obamas Environmental Protection Agency sent emails for Hispanic Heritage Month with a photo of Che Guevara.,obama environment protect agency sent email hispana heritage month photo che guerra,0.02527327250400202
6409.0,Morgan Griffith fought for a plan that would have taken money away from our schools and given it to Northern Virginia schools instead.,morgan griffiths fought plan would taken money away school given northern virginia school instead,0.07662352281987517
6410.0,Says that as Wisconsin governor he never raised taxes.,say wisconsin governor never rais tax,0.06004086076979154
6411.0,"In the past decade in New York State more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing more than any other state.",past dead new york state current former state officeholder convict sanction accus wrong state,0.059375134143968666
6412.0,Why didnt (uninsured Americans) buy insurance? Because of the expense.,didn uninsured american buy insur expense,0.08965017704054734
6413.0,"Nearly 100,000 people get shot every year. Thats 270 people a day and 87 dead.",near peopl get shot every year that peopl day dead,0.042244734140488016
6414.0,"Congress just passed another huge, pork-filled spending bill. The Democrats allowed less than a day to read all 3,400 pages and stuffed it with nearly 10,000 earmarks costing about $10-billion dollars.",congress pass anoth huge pork fill spend bill democrat allow le day read page stuf near earmark cost billion dollar,0.07429915163049172
6415.0,This census is also the shortest and least intrusive count in modern history.,census also shortest least intros count modern histori,0.04251311498137178
6416.0,Says Charlie Crist voted against minimum wage when he was in the Senate.,say charlie crist vote minimum wage sent,0.009361098979785876
